R_age,B_age,R_Height_cms,B_Height_cms,R_Reach_cms,B_Reach_cms,R_avg_SIG_STR_pct,B_avg_SIG_STR_pct,R_avg_TD_pct,B_avg_TD_pct,R_avg_SUB_ATT,B_avg_SUB_ATT,weight_class,Winner,age_diff,height_diff,reach_diff,strike_acc_diff,td_acc_diff,sub_att_diff
31.0,34.0,172.72,180.34,185.42,190.5,0.35626953125,0.464375,0.42994140625,0.1471875,0.00390625,0.03125,Lightweight,Red,-3.0,-7.6200000000000045,-5.0800000000000125,-0.10810546874999999,0.28275390624999996,-0.02734375
39.0,37.0,190.5,190.5,195.58,193.04,0.4453012824058533,0.504375,0.1179346001148223,0.105,3.248453140258789e-05,0.25,Heavyweight,Blue,2.0,0.0,2.5400000000000205,-0.0590737175941467,0.012934600114822309,-0.2499675154685974
35.0,26.0,187.96,190.5,198.12,195.58,0.501796875,0.568125,0.4596875,0.25,0.1328125,0.2265625,LightHeavyweight,Red,9.0,-2.539999999999992,2.539999999999992,-0.06632812499999996,0.20968750000000003,-0.09375
44.0,41.0,177.8,187.96,182.88,203.2,0.4375521850585937,0.5465625000000001,0.00447998046875,0.11546875,6.103515625e-05,0.890625,Heavyweight,Blue,3.0,-10.159999999999997,-20.319999999999993,-0.10901031494140634,-0.11098876953124999,-0.89056396484375
30.0,28.0,175.26,177.8,185.42,185.42,0.49828125,0.44375,0.07359375,0.25,0.0,0.0,Lightweight,Red,2.0,-2.5400000000000205,0.0,0.05453125000000003,-0.17640625,0.0
26.0,30.0,190.5,190.5,190.5,187.96,0.61,0.62,0.0,0.0,0.0,0.0,LightHeavyweight,Red,-4.0,0.0,2.539999999999992,-0.010000000000000009,0.0,0.0
27.0,32.0,167.64,172.72,172.72,180.34,0.3399999999999999,0.3275,0.37,0.165,0.0,0.0,Bantamweight,Red,-5.0,-5.0800000000000125,-7.6200000000000045,0.0124999999999999,0.205,0.0
29.0,33.0,162.56,160.02,172.72,167.64,0.20625,0.43426025390625,0.11375,0.1395849609375,0.0,0.0,Bantamweight,Red,-4.0,2.539999999999992,5.0800000000000125,-0.22801025390625002,-0.0258349609375,0.0
27.0,28.0,185.42,177.8,185.42,182.88,0.5125,0.3475,0.49,0.25,0.75,0.0,Featherweight,Red,-1.0,7.619999999999976,2.539999999999992,0.16499999999999998,0.24,0.75
29.0,28.0,170.18,167.64,180.34,162.56,0.493984375,0.5275,0.3275,0.365,0.048828125,0.0,Bantamweight,Red,1.0,2.5400000000000205,17.78,-0.03351562499999999,-0.03749999999999998,0.048828125
33.0,28.0,177.8,182.88,185.42,193.04,0.42625,0.35875,0.0825,0.3578125,0.0,0.8125,Welterweight,Red,5.0,-5.079999999999984,-7.6200000000000045,0.0675,-0.27531249999999996,-0.8125
28.0,29.0,180.34,177.8,190.5,185.42,0.45,0.435,0.0,0.8,1.0,0.0,Welterweight,Red,-1.0,2.539999999999992,5.0800000000000125,0.015000000000000013,-0.8,1.0
36.0,25.0,175.26,182.88,187.96,187.96,0.4194042968749999,0.3909374999999999,0.25390625,0.16625,0.25,0.0,Welterweight,Red,11.0,-7.6200000000000045,0.0,0.028466796875000033,0.08765624999999999,0.25
34.0,27.0,177.8,182.88,185.42,187.96,0.78,0.4325,1.0,0.20875,1.0,0.0,Middleweight,Blue,7.0,-5.079999999999984,-2.5400000000000205,0.34750000000000003,0.79125,1.0
35.0,29.0,172.72,182.88,180.34,180.34,0.4646379126235843,0.4409375,0.3748571983352303,0.5365625,0.2224006839096546,0.03125,Lightweight,Red,6.0,-10.159999999999997,0.0,0.0237004126235843,-0.16170530166476976,0.1911506839096546
36.0,28.0,177.8,187.96,182.88,193.04,0.4937236085534096,0.35,0.0154549202322959,0.0,0.0127574652433395,0.0,Welterweight,Red,8.0,-10.159999999999997,-10.159999999999997,0.1437236085534096,0.0154549202322959,0.0127574652433395
26.0,38.0,180.34,175.26,177.8,180.34,0.54,0.4808680725097656,1.0,0.1598223876953124,0.0,0.1253662109375,Bantamweight,Red,-12.0,5.0800000000000125,-2.539999999999992,0.05913192749023444,0.8401776123046876,-0.1253662109375
34.0,30.0,167.64,165.1,167.64,172.72,0.5135156249999999,0.51,0.139794921875,0.7275,1.020751953125,2.75,Flyweight,Blue,4.0,2.539999999999992,-5.0800000000000125,0.003515624999999911,-0.5877050781250001,-1.729248046875
31.0,32.0,185.42,187.96,190.5,193.04,0.5425,0.44,0.385,0.0,0.0,0.0,Middleweight,Red,-1.0,-2.5400000000000205,-2.539999999999992,0.10249999999999998,0.385,0.0
32.0,27.0,187.96,180.34,185.42,182.88,0.5194921875,0.4984375,0.216953125,0.09328125,1.31640625,0.25,Welterweight,Red,5.0,7.6200000000000045,2.539999999999992,0.021054687500000058,0.123671875,1.06640625
33.0,29.0,175.26,182.88,180.34,182.88,0.479252872467041,0.51390625,0.0681807899475097,0.03640625,0.0078182220458984,0.53125,Welterweight,Blue,4.0,-7.6200000000000045,-2.539999999999992,-0.034653377532958995,0.0317745399475097,-0.5234317779541016
29.0,31.0,180.34,190.5,177.8,193.04,0.545,0.3831640625,0.0,0.28125,0.0,0.197265625,Lightweight,Red,-2.0,-10.159999999999997,-15.23999999999998,0.16183593750000003,-0.28125,-0.197265625
32.0,28.0,177.8,180.34,185.42,187.96,0.4110617065429688,0.35134765625,0.1235537719726562,0.4398632812499999,0.125,0.00390625,Featherweight,Red,4.0,-2.539999999999992,-2.5400000000000205,0.059714050292968834,-0.3163095092773437,0.12109375
30.0,30.0,185.42,185.42,187.96,185.42,0.545,0.75,0.3725,0.7,0.0,1.5,Middleweight,Red,0.0,0.0,2.5400000000000205,-0.20499999999999996,-0.32749999999999996,-1.5
33.0,32.0,167.64,167.64,170.18,170.18,0.709315185546875,0.4499999999999999,0.532698974609375,0.0625,1.650390625,0.125,Bantamweight,Red,1.0,0.0,0.0,0.2593151855468751,0.470198974609375,1.525390625
26.0,37.0,187.96,182.88,187.96,185.42,0.48,0.44375,0.375,0.2249999999999999,2.125,0.375,Welterweight,Red,-11.0,5.0800000000000125,2.5400000000000205,0.036250000000000004,0.1500000000000001,1.75
29.0,33.0,172.72,180.34,177.8,185.42,0.4414453125,0.46328125,0.0109375,0.009375,0.00390625,0.640625,Lightweight,Red,-4.0,-7.6200000000000045,-7.619999999999976,-0.021835937499999958,0.0015624999999999997,-0.63671875
32.0,27.0,167.64,172.72,170.18,165.1,0.352967529296875,0.351875,0.25370849609375,0.07546875,0.2723388671875,0.0,Bantamweight,Red,5.0,-5.0800000000000125,5.0800000000000125,0.0010925292968750333,0.17823974609375,0.2723388671875
23.0,30.0,175.26,175.26,182.88,185.42,0.475,0.3375,0.3,0.471875,0.5,1.5,Bantamweight,Red,-7.0,0.0,-2.539999999999992,0.13749999999999996,-0.171875,-1.0
34.0,29.0,172.72,180.34,177.8,182.88,0.4865368652343749,0.510625,0.1403369140625,0.33125,0.03131103515625,0.0625,Featherweight,Blue,5.0,-7.6200000000000045,-5.079999999999984,-0.024088134765625102,-0.19091308593749998,-0.03118896484375
31.0,26.0,167.64,170.18,165.1,180.34,0.4125,0.32,0.55703125,0.26625,0.484375,0.375,Bantamweight,Red,5.0,-2.5400000000000205,-15.240000000000009,0.09249999999999997,0.29078125,0.109375
31.0,31.0,160.02,162.56,167.64,162.56,0.6731321716308594,0.45125,0.7421017456054687,0.658203125,1.6591796875,0.0078125,Flyweight,Blue,0.0,-2.539999999999992,5.079999999999984,0.22188217163085938,0.08389862060546871,1.6513671875
31.0,31.0,160.02,162.56,167.64,162.56,0.6731321716308594,0.45125,0.7421017456054687,0.658203125,1.6591796875,0.0078125,Flyweight,Blue,0.0,-2.539999999999992,5.079999999999984,0.22188217163085938,0.08389862060546871,1.6513671875
25.0,29.0,172.72,175.26,177.8,175.26,0.3859375,0.28,0.020625,0.36,0.34375,0.0,Bantamweight,Red,-4.0,-2.539999999999992,2.5400000000000205,0.10593749999999996,-0.339375,0.34375
26.0,26.0,167.64,162.56,165.1,165.1,0.475,0.35,0.525,0.33,1.5,0.0,Flyweight,Red,0.0,5.079999999999984,0.0,0.125,0.195,1.5
34.0,26.0,180.34,177.8,190.5,177.8,0.51875,0.5700000000000001,0.294375,0.4125,0.0625,0.3125,Lightweight,Blue,8.0,2.539999999999992,12.699999999999989,-0.05125000000000002,-0.11812499999999998,-0.25
25.0,29.0,175.26,175.26,182.88,177.8,0.61,0.605390625,0.0,0.1852343749999999,0.0,0.19921875,Lightweight,Red,-4.0,0.0,5.079999999999984,0.004609375000000027,-0.1852343749999999,-0.19921875
31.0,24.0,180.34,185.42,177.8,190.5,0.25,0.5562499999999999,1.0,0.2125,1.0,0.0,LightHeavyweight,Blue,7.0,-5.079999999999984,-12.699999999999989,-0.3062499999999999,0.7875,1.0
34.0,29.0,175.26,175.26,175.26,182.88,0.3890625,0.5004898071289062,0.34984375,0.276467342376709,0.0,0.2546958923339844,Lightweight,Blue,5.0,0.0,-7.6200000000000045,-0.11142730712890625,0.073376407623291,-0.2546958923339844
31.0,32.0,170.18,175.26,177.8,180.34,0.482314453125,0.3851652804762124,0.0226464843749999,0.0008177605271339,0.0322265625,0.0314026772975921,Featherweight,Red,-1.0,-5.079999999999984,-2.539999999999992,0.09714917264878759,0.021828723847866,0.0008238852024078994
27.0,26.0,172.72,182.88,185.42,182.88,1.0,0.35,0.0,1.0,0.0,0.0,Featherweight,Red,1.0,-10.159999999999997,2.539999999999992,0.65,-1.0,0.0
28.0,27.0,182.88,180.34,185.42,182.88,0.476484375,0.3556249999999999,0.505625,0.0,0.75,0.5625,Welterweight,Red,1.0,2.539999999999992,2.539999999999992,0.1208593750000001,0.505625,0.1875
29.0,25.0,165.1,167.64,165.1,167.64,0.510234375,0.5175,0.3746142578125,0.5625,0.0078125,1.75,Flyweight,Red,4.0,-2.539999999999992,-2.539999999999992,-0.007265624999999942,-0.18788574218749998,-1.7421875
33.0,33.0,172.72,172.72,172.72,175.26,0.571866455078125,0.3677890431880951,0.0,0.0743796825408935,0.0,0.0,Lightweight,Red,0.0,0.0,-2.539999999999992,0.20407741189002987,-0.0743796825408935,0.0
36.0,29.0,185.42,193.04,193.04,193.04,0.5275070190429687,0.54171875,0.3985295104980468,0.085625,0.004913330078125,0.046875,LightHeavyweight,Blue,7.0,-7.6200000000000045,0.0,-0.014211730957031321,0.3129045104980468,-0.041961669921875
38.0,28.0,187.96,190.5,193.04,200.66,0.4860107421875,0.52265625,0.6801513671875,0.6505566406250001,0.633544921875,0.0,LightHeavyweight,Blue,10.0,-2.539999999999992,-7.6200000000000045,-0.03664550781250003,0.02959472656249995,0.633544921875
29.0,32.0,180.34,182.88,187.96,190.5,0.405,0.7050000000000001,0.25,0.72,1.5,0.0,Welterweight,Blue,-3.0,-2.539999999999992,-2.539999999999992,-0.30000000000000004,-0.47,1.5
22.0,25.0,177.8,177.8,182.88,185.42,0.36,0.428125,1.0,0.17375,0.0,0.0,Lightweight,Red,-3.0,0.0,-2.539999999999992,-0.06812499999999999,0.82625,0.0
34.0,31.0,167.64,175.26,167.64,177.8,0.24625,0.5775,0.1309375,0.0,0.0,0.5,Lightweight,Blue,3.0,-7.6200000000000045,-10.160000000000025,-0.33125000000000004,0.1309375,-0.5
32.0,30.0,190.5,210.82,198.12,213.36,0.5903125,0.4194372558593749,0.6240625,0.0942497253417968,0.5,0.130472183227539,Heavyweight,Red,2.0,-20.319999999999993,-15.240000000000009,0.1708752441406251,0.5298127746582032,0.369527816772461
32.0,24.0,172.72,177.8,175.26,180.34,0.475,0.42,0.55,0.2,0.0,3.0,Bantamweight,Blue,8.0,-5.0800000000000125,-5.0800000000000125,0.05499999999999999,0.35000000000000003,-3.0
29.0,26.0,193.04,193.04,203.2,198.12,0.33,0.3,0.25,0.0,0.25,0.0,LightHeavyweight,Blue,3.0,0.0,5.079999999999984,0.030000000000000027,0.25,0.25
29.0,33.0,177.8,167.64,185.42,167.64,0.4976171874999999,0.4673291015624999,0.6144140625000001,0.1819335937499999,0.00390625,0.046875,Featherweight,Blue,-4.0,10.160000000000025,17.78,0.030288085937499987,0.4324804687500002,-0.04296875
34.0,29.0,177.8,167.64,180.34,180.34,0.3774501037597656,0.60625,0.2834539794921875,0.61375,1.172760009765625,0.0,Featherweight,Blue,5.0,10.160000000000025,0.0,-0.22879989624023434,-0.33029602050781254,1.172760009765625
28.0,28.0,190.5,182.88,198.12,193.04,0.4962499999999999,0.4175,0.6534375,0.215625,0.125,1.625,Welterweight,Blue,0.0,7.6200000000000045,5.0800000000000125,0.07874999999999993,0.4378125,-1.5
22.0,31.0,182.88,180.34,180.34,182.88,0.4929687499999999,0.39875,0.2425,0.0825,0.078125,0.0625,Welterweight,Red,-9.0,2.539999999999992,-2.539999999999992,0.0942187499999999,0.15999999999999998,0.015625
31.0,29.0,167.64,182.88,167.64,177.8,0.506845703125,0.33,0.1466015625,0.1425,0.04180908203125,0.25,Featherweight,Blue,2.0,-15.240000000000009,-10.160000000000025,0.17684570312499998,0.004101562500000017,-0.20819091796875
34.0,28.0,170.18,167.64,175.26,170.18,0.215546875,0.4022656249999999,0.002275390625,0.04453125,0.0,0.0078125,Bantamweight,Blue,6.0,2.5400000000000205,5.079999999999984,-0.1867187499999999,-0.042255859375,-0.0078125
35.0,39.0,193.04,180.34,203.2,182.88,0.6300122070312499,0.534365234375,0.349654541015625,0.4724609375,0.0,0.6796875,Heavyweight,Blue,-4.0,12.699999999999989,20.319999999999993,0.09564697265624988,-0.12280639648437502,-0.6796875
35.0,39.0,193.04,180.34,203.2,182.88,0.6300122070312499,0.534365234375,0.349654541015625,0.4724609375,0.0,0.6796875,Heavyweight,Blue,-4.0,12.699999999999989,20.319999999999993,0.09564697265624988,-0.12280639648437502,-0.6796875
35.0,31.0,165.1,172.72,167.64,180.34,0.3248193359375,0.40015625,0.0284619140625,0.2931249999999999,0.01171875,0.4375,Bantamweight,Red,4.0,-7.6200000000000045,-12.700000000000017,-0.07533691406249998,-0.26466308593749993,-0.42578125
26.0,30.0,175.26,175.26,180.34,177.8,0.43625,0.47,0.65,0.495,0.5,0.0,Lightweight,Blue,-4.0,0.0,2.539999999999992,-0.03374999999999995,0.15500000000000003,0.5
34.0,28.0,182.88,185.42,185.42,193.04,0.6,0.400625,0.0,0.0,0.0,0.5,LightHeavyweight,Blue,6.0,-2.539999999999992,-7.6200000000000045,0.19937499999999997,0.0,-0.5
33.0,27.0,182.88,185.42,200.66,182.88,0.5274072265624999,0.5725,0.0206005859375,0.0,0.033203125,0.0,Middleweight,Blue,6.0,-2.539999999999992,17.78,-0.04509277343750007,0.0206005859375,0.033203125
31.0,33.0,193.04,190.5,210.82,200.66,0.3614062499999999,0.5486669921875,0.0,0.2788037109375,0.5625,0.0,Heavyweight,Blue,-2.0,2.539999999999992,10.159999999999997,-0.18726074218750016,-0.2788037109375,0.5625
34.0,26.0,180.34,177.8,177.8,180.34,0.58955078125,0.4271875,0.009765625,0.375,0.046875,0.0,Welterweight,Blue,8.0,2.539999999999992,-2.539999999999992,0.16236328125000005,-0.365234375,0.046875
30.0,31.0,185.42,177.8,190.5,182.88,0.38140625,0.57965087890625,0.30431640625,0.6251611328125,0.646484375,2.068603515625,Lightweight,Blue,-1.0,7.619999999999976,7.6200000000000045,-0.19824462890625,-0.32084472656249996,-1.422119140625
28.0,31.0,182.88,177.8,190.5,180.34,0.4921484375,0.441875,0.17015625,0.736875,0.28125,0.109375,Lightweight,Red,-3.0,5.079999999999984,10.159999999999997,0.05027343749999996,-0.5667187499999999,0.171875
30.0,32.0,187.96,180.34,193.04,193.04,0.44,0.4337499999999999,0.0,0.0,0.0,0.125,Welterweight,Red,-2.0,7.6200000000000045,0.0,0.006250000000000089,0.0,-0.125
30.0,28.0,185.42,193.04,187.96,203.2,0.4663330078125,0.575,0.057515869140625,0.0,0.0,0.0,Middleweight,Blue,2.0,-7.6200000000000045,-15.23999999999998,-0.10866699218749998,0.057515869140625,0.0
28.0,28.0,182.88,187.96,187.96,182.88,0.31375,0.5,0.62375,0.0,0.0,3.0,Middleweight,Red,0.0,-5.0800000000000125,5.0800000000000125,-0.18625000000000003,0.62375,-3.0
30.0,24.0,177.8,172.72,185.42,180.34,0.43715087890625,0.395,0.099913330078125,0.0,0.2513885498046875,0.0,Featherweight,Red,6.0,5.0800000000000125,5.079999999999984,0.04215087890624997,0.099913330078125,0.2513885498046875
33.0,28.0,177.8,177.8,177.8,177.8,0.29,0.25,0.0,0.1,0.0,0.0,Featherweight,Blue,5.0,0.0,0.0,0.03999999999999998,-0.1,0.0
30.0,28.0,185.42,182.88,195.58,193.04,0.45125,0.685,0.0925,0.165,0.25,1.5,Middleweight,Red,2.0,2.539999999999992,2.5400000000000205,-0.23375000000000007,-0.07250000000000001,-1.25
35.0,26.0,190.5,190.5,203.2,200.66,0.3163699340820313,0.5549999999999999,0.0438818359375,0.125,0.18768310546875,0.625,LightHeavyweight,Red,9.0,0.0,2.539999999999992,-0.23863006591796865,-0.0811181640625,-0.43731689453125
30.0,26.0,182.88,180.34,180.34,180.34,0.413203125,0.35,0.084140625,0.5,0.0,0.0,Welterweight,Red,4.0,2.539999999999992,0.0,0.06320312500000003,-0.41585937500000003,0.0
35.0,26.0,185.42,187.96,185.42,187.96,0.5119647641479969,0.468203125,0.1605709402263164,0.445625,0.0279007703065872,0.84375,Welterweight,Blue,9.0,-2.5400000000000205,-2.5400000000000205,0.043761639147996856,-0.2850540597736836,-0.8158492296934128
30.0,20.0,172.72,172.72,185.42,170.18,0.39666015625,0.27,0.030546875,0.0,0.7421875,1.0,Bantamweight,Blue,10.0,0.0,15.23999999999998,0.12666015625,0.030546875,-0.2578125
27.0,24.0,172.72,172.72,175.26,182.88,0.345,0.22,0.0625,1.0,0.0,0.0,Featherweight,Blue,3.0,0.0,-7.6200000000000045,0.12499999999999997,-0.9375,0.0
32.0,23.0,170.18,180.34,177.8,185.42,0.5900000000000001,0.4824609374999999,0.3349999999999999,0.477421875,0.0,0.5703125,Welterweight,Blue,9.0,-10.159999999999997,-7.619999999999976,0.10753906250000017,-0.1424218750000001,-0.5703125
28.0,21.0,172.72,175.26,177.8,180.34,0.34,0.53,0.25,0.0,0.75,5.0,Flyweight,Red,7.0,-2.539999999999992,-2.539999999999992,-0.19,0.25,-4.25
39.0,25.0,190.5,187.96,195.58,190.5,0.4906025648117065,0.675,0.2358692002296447,0.0,6.496906280517578e-05,0.0,Heavyweight,Blue,14.0,2.539999999999992,5.0800000000000125,-0.18439743518829355,0.2358692002296447,6.496906280517578e-05
36.0,27.0,172.72,172.72,180.34,177.8,0.5197802734375,0.445625,0.39208740234375,0.25625,0.138916015625,0.25,Featherweight,Blue,9.0,0.0,2.539999999999992,0.0741552734375,0.13583740234375002,-0.111083984375
33.0,30.0,172.72,180.34,177.8,182.88,0.6150031840801239,0.3869140625,0.1770556569099426,0.2933203125,0.377947449684143,0.03515625,Welterweight,Blue,3.0,-7.6200000000000045,-5.079999999999984,0.2280891215801239,-0.11626465559005741,0.342791199684143
38.0,27.0,193.04,193.04,203.2,203.2,0.4395068359375,0.4921875,0.033447265625,0.6912499999999999,0.0625,0.0,Heavyweight,Blue,11.0,0.0,0.0,-0.05268066406249999,-0.6578027343749999,0.0625
27.0,41.0,182.88,182.88,185.42,185.42,0.4230224609375,0.4741015625,0.02392578125,0.169375,0.0,0.0,Middleweight,Red,-14.0,0.0,0.0,-0.05107910156250001,-0.14544921875,0.0
36.0,39.0,180.34,190.5,193.04,203.2,0.475,0.235,0.0,0.0,0.0,0.0,Heavyweight,Blue,-3.0,-10.159999999999997,-10.159999999999997,0.24,0.0,0.0
38.0,29.0,182.88,193.04,190.5,193.04,0.3901568746566772,0.4234375,0.2074442529678344,0.17125,0.0,0.09375,LightHeavyweight,Blue,9.0,-10.159999999999997,-2.539999999999992,-0.03328062534332282,0.03619425296783438,-0.09375
28.0,26.0,177.8,170.18,175.26,180.34,0.495,0.3,0.64,0.07,1.0,0.0,Featherweight,Blue,2.0,7.6200000000000045,-5.0800000000000125,0.195,0.5700000000000001,1.0
36.0,28.0,170.18,177.8,177.8,187.96,0.4898693412542343,0.4850688552856445,0.1455508953332901,0.7655358123779297,0.0334824323654174,1.5652427673339844,Lightweight,Blue,8.0,-7.6200000000000045,-10.159999999999997,0.0048004859685898404,-0.6199849170446395,-1.531760334968567
33.0,24.0,162.56,167.64,165.1,175.26,0.327774658203125,0.29787109375,0.063912353515625,0.1680468749999999,0.016845703125,0.021484375,Flyweight,Blue,9.0,-5.079999999999984,-10.159999999999997,0.02990356445312503,-0.1041345214843749,-0.004638671875
33.0,35.0,175.26,187.96,180.34,195.58,0.408505744934082,0.37516845703125,0.1363615798950195,0.0626220703125,0.0156364440917968,0.020263671875,Welterweight,Blue,-2.0,-12.700000000000017,-15.240000000000009,0.03333728790283197,0.07373950958251951,-0.004627227783203201
28.0,30.0,162.56,167.64,172.72,170.18,0.4125,0.4075,0.2275,0.125,0.0,0.25,Bantamweight,Blue,-2.0,-5.079999999999984,2.539999999999992,0.0050000000000000044,0.10250000000000001,-0.25
33.0,29.0,172.72,175.26,172.72,185.42,0.4517659378051757,0.42875,0.1481328582763671,0.36,1.0324211120605469,0.0,Lightweight,Blue,4.0,-2.539999999999992,-12.699999999999989,0.02301593780517569,-0.21186714172363288,1.0324211120605469
32.0,32.0,190.5,187.96,193.04,190.5,0.370595703125,0.465718994140625,0.008544921875,0.5,0.0,0.00390625,LightHeavyweight,Blue,0.0,2.539999999999992,2.539999999999992,-0.095123291015625,-0.491455078125,-0.00390625
34.0,27.0,195.58,200.66,195.58,208.28,0.3883203125,0.6,0.5,0.75,0.03125,0.0,Heavyweight,Red,7.0,-5.079999999999984,-12.699999999999989,-0.2116796875,-0.25,0.03125
28.0,30.0,170.18,165.1,177.8,175.26,0.35,0.53,0.0,0.0,0.0,0.0,Featherweight,Red,-2.0,5.0800000000000125,2.5400000000000205,-0.18000000000000005,0.0,0.0
31.0,35.0,170.18,177.8,180.34,182.88,0.53125,0.38125,0.4475,0.25625,0.25,0.0625,Lightweight,Red,-4.0,-7.6200000000000045,-2.539999999999992,0.15000000000000002,0.19125000000000003,0.1875
28.0,34.0,177.8,177.8,185.42,180.34,0.4875,0.4550498513877392,0.5,0.2137441544234752,0.0,0.2540395855903625,Lightweight,Red,-6.0,0.0,5.079999999999984,0.03245014861226081,0.28625584557652484,-0.2540395855903625
25.0,29.0,177.8,177.8,180.34,182.88,0.26265625,0.44625,0.2284375,0.4325,0.765625,1.75,Featherweight,Blue,-4.0,0.0,-2.539999999999992,-0.18359375,-0.2040625,-0.984375
31.0,27.0,185.42,182.88,185.42,187.96,0.560625,0.495,0.2975,0.4175,0.6875,0.0,Middleweight,Blue,4.0,2.539999999999992,-2.5400000000000205,0.06562500000000004,-0.12,0.6875
35.0,25.0,182.88,182.88,190.5,187.96,0.4015380859374999,0.4818749999999999,0.00759765625,0.3325,0.0,0.0,Welterweight,Blue,10.0,0.0,2.539999999999992,-0.08033691406249999,-0.32490234375000004,0.0
24.0,24.0,172.72,172.72,177.8,175.26,0.365,0.4549999999999999,0.5625,0.21,0.75,0.5,Featherweight,Red,0.0,0.0,2.5400000000000205,-0.08999999999999991,0.35250000000000004,0.25
35.0,36.0,180.34,185.42,180.34,187.96,0.4499999999999999,0.7750781250000001,0.265,0.33984375,0.5,0.0,Welterweight,Red,-1.0,-5.079999999999984,-7.6200000000000045,-0.32507812500000016,-0.07484374999999999,0.5
40.0,26.0,182.88,190.5,177.8,185.42,0.335234375,0.4925,0.210390625,0.0,0.50390625,0.25,Middleweight,Blue,14.0,-7.6200000000000045,-7.619999999999976,-0.15726562500000002,0.210390625,0.25390625
29.0,37.0,185.42,190.5,190.5,190.5,0.4167187499999999,0.5802343750000001,0.15734375,0.395625,0.0,0.2890625,Middleweight,Red,-8.0,-5.0800000000000125,0.0,-0.16351562500000016,-0.23828125,-0.2890625
34.0,28.0,180.34,193.04,195.58,195.58,0.4203125,0.69,0.25,0.5,0.0,0.5,LightHeavyweight,Blue,6.0,-12.699999999999989,0.0,-0.26968749999999997,-0.25,-0.5
26.0,38.0,172.72,167.64,175.26,172.72,0.405,0.5125,0.915,0.5175,1.0,0.0,Bantamweight,Blue,-12.0,5.0800000000000125,2.539999999999992,-0.10749999999999993,0.3975000000000001,1.0
33.0,36.0,182.88,167.64,190.5,170.18,0.31984375,0.5287304687500001,0.05859375,0.49861328125,1.328125,1.90625,Welterweight,Blue,-3.0,15.240000000000009,20.319999999999993,-0.2088867187500001,-0.44001953125,-0.578125
40.0,31.0,185.42,182.88,182.88,193.04,0.4388445256650448,0.58921875,0.1279951101541519,0.30859375,0.1571258008480072,0.078125,Welterweight,Blue,9.0,2.539999999999992,-10.159999999999997,-0.15037422433495523,-0.1805986398458481,0.0790008008480072
26.0,31.0,180.34,177.8,190.5,180.34,0.51296875,0.47109375,0.095,0.754453125,0.5625,0.0,Welterweight,Red,-5.0,2.539999999999992,10.159999999999997,0.041874999999999996,-0.659453125,0.5625
24.0,28.0,170.18,165.1,177.8,170.18,0.35125,0.4125,0.4225,0.8325,0.75,1.75,Flyweight,Blue,-4.0,5.0800000000000125,7.6200000000000045,-0.06124999999999997,-0.41000000000000003,-1.0
24.0,28.0,170.18,165.1,177.8,170.18,0.35125,0.4125,0.4225,0.8325,0.75,1.75,Flyweight,Blue,-4.0,5.0800000000000125,7.6200000000000045,-0.06124999999999997,-0.41000000000000003,-1.0
29.0,23.0,172.72,180.34,180.34,180.34,0.4053124999999999,0.71,0.0,0.0,0.3125,0.0,Featherweight,Red,6.0,-7.6200000000000045,0.0,-0.30468750000000006,0.0,0.3125
29.0,28.0,170.18,177.8,177.8,182.88,0.42625,0.365,0.5137499999999999,0.5,0.25,0.0,Featherweight,Red,1.0,-7.6200000000000045,-5.079999999999984,0.06125000000000003,0.013749999999999929,0.25
22.0,34.0,180.34,182.88,182.88,195.58,0.42,0.22,0.16,0.0,0.0,0.0,Lightweight,Red,-12.0,-2.539999999999992,-12.700000000000017,0.19999999999999998,0.16,0.0
37.0,37.0,172.72,167.64,175.26,167.64,0.21875,0.46859375,0.0,0.0565625,0.125,0.03125,Bantamweight,Blue,0.0,5.0800000000000125,7.6200000000000045,-0.24984374999999998,-0.0565625,0.09375
31.0,34.0,167.64,167.64,177.8,167.64,0.36,0.3325,0.275,0.261875,0.5,0.0,Lightweight,Red,-3.0,0.0,10.160000000000025,0.02749999999999997,0.013124999999999998,0.5
38.0,26.0,185.42,175.26,182.88,180.34,0.399765625,0.52199951171875,0.19134765625,0.01568359375,0.162109375,0.002197265625,Middleweight,Blue,12.0,10.159999999999997,2.539999999999992,-0.12223388671875002,0.1756640625,0.159912109375
33.0,27.0,185.42,185.42,198.12,187.96,0.4627490234375,0.73,0.589091796875,1.0,0.62548828125,2.0,Middleweight,Red,6.0,0.0,10.159999999999997,-0.26725097656249996,-0.410908203125,-1.37451171875
27.0,31.0,160.02,167.64,170.18,167.64,0.420787353515625,0.4575,0.14306640625,0.41625,0.04296875,0.375,Bantamweight,Red,-4.0,-7.619999999999976,2.5400000000000205,-0.036712646484375,-0.27318359375,-0.33203125
41.0,39.0,182.88,185.42,187.96,187.96,0.4443855863809585,0.4720298266410828,2.026557922363281e-06,0.0049384498596191,0.0015273094177246,6.651878356933594e-05,Middleweight,Blue,2.0,-2.539999999999992,0.0,-0.027644240260124298,-0.004936423301696737,0.0014607906341552641
40.0,27.0,187.96,190.5,203.2,187.96,0.513125,0.525,0.2309375,0.0,0.78125,0.0,Heavyweight,Red,13.0,-2.539999999999992,15.23999999999998,-0.011874999999999969,0.2309375,0.78125
